year;month;ipca;ipca_a;ipca12_a;cpi;juros;dolar;minimo;ibov;onibus;fipezap;stf;bigmac;passagem;plano;gasolina;gas;aluguelsp;gold;energia;cesta;juros_a;dolar_a;minimo_a;ibov_a;onibus_a;fipezap_a;stf_a;bigmac_a;passagem_a;plano_a;gasolina_a;gas_a;aluguelsp_a;gold_a;energia_a;cesta_a
2016;8;4736,74;0,44;8,97;240,595;1,22;3,21;880;57901;3,8;200,16;33763;15,5;384,5971608;664,34;3,651;52,774;133,74;4297,99;448,1794082;475,11;0,78;3,71;1362,15;89624,72;5,88;309,83;52261,61;23,99;595,32;1028,33;5,65;81,69;207,02;6652,84;693,74;735,42
2016;9;4740,53;0,08;8,48;241,068;1,11;3,26;880;58367;3,8;200,15;33763;15,5;433,5875887;671,45;3,648;54,688;133,39;4318,90;451,8610417;471,57;1,03;3,77;1361,06;90273,80;5,88;309,56;52219,82;23,97;670,61;1038,50;5,64;84,58;206,31;6679,86;698,87;729,36
2016;10;4752,86;0,26;7,87;241,641;1,05;3,19;880;64925;3,8;200,39;33763;15,5;446,6922828;678,64;3,662;55,343;133,16;4038,92;450,1954777;469,55;0,79;3,69;1357,53;100156,29;5,86;309,13;52084,35;23,91;689,09;1046,90;5,65;85,37;205,42;6230,62;694,49;724,35
2016;11;4761,42;0,18;6,99;241,993;1,04;3,34;880;61906;3,8;200,53;33763;15,5;439,7690177;685,9;3,671;55,607;133,03;4123,50;447,4734498;450,39;0,86;3,86;1355,09;95327,35;5,85;308,79;51990,72;23,87;677,19;1056,20;5,65;85,63;204,85;6349,66;689,05;693,54
2016;12;4775,7;0,30;6,29;242,712;1,12;3,35;880;60227;3,8;200,82;33763;15,5;405,2778864;693,24;3,734;55,601;133,23;3891,23;443,1971884;438,89;0,82;3,88;1351,04;92464,59;5,83;308,31;51835,26;23,80;622,21;1064,31;5,73;85,36;204,54;5974,08;680,43;673,81
2017;1;4793,85;0,38;5,35;243,717;1,09;3,2;937;64671;4;200,83;33763;15,5;379,5577985;700,65;3,768;55,611;133,77;3820,46;440,0610533;435,89;0,71;3,70;1433,10;98911,41;6,12;307,16;51639,00;23,71;580,52;1071,61;5,76;85,05;204,60;5843,22;673,05;666,67
2017;2;4809,67;0,33;4,76;244,028;0,87;3,1;937;66662;4;201,2;33763;16,5;355,8126942;708,15;3,755;55,488;134,21;3832,64;439,0985167;426,22;0,54;3,58;1428,39;101621,20;6,10;306,71;51469,15;25,15;542,41;1079,52;5,72;84,59;204,59;5842,57;669,37;649,74
2017;3;4821,69;0,25;4,57;243,721;1,05;3,13;937;64984;4;201,57;33763;16,5;343,8006889;715,73;3,687;55,679;134,62;3845,66;445,5745487;435,34;0,80;3,60;1424,83;98816,26;6,08;306,51;51340,85;25,09;522,79;1088,36;5,61;84,67;204,71;5847,80;677,55;661,99
2017;4;4828,44;0,14;4,08;244,058;0,79;3,14;937;65403;4;202,11;33763;16,5;356,4731517;723,39;3,635;57,187;135,24;3970,48;433,5067654;446,28;0,65;3,61;1422,83;99314,37;6,07;306,90;51269,07;25,06;541,30;1098,47;5,52;86,84;205,36;6029,17;658,28;677,68
2017;5;4843,41;0,31;3,60;243,926;0,93;3,21;937;62711;4;202,18;33763;16,5;344,8162279;731,05;3,617;57,206;136;3992,04;429,664961;458,93;0,62;3,68;1418,44;94932,25;6,06;306,06;51110,61;24,98;521,98;1106,67;5,48;86,60;205,88;6043,17;650,43;694,73
2017;6;4832,27;-0,23;3,00;244,179;0,81;3,3;937;62900;4;202,12;33763;16,5;358,5481089;738,73;3,548;57,379;136,66;4147,70;445,0377144;441,61;1,04;3,80;1421,71;95437,87;6,07;306,68;51228,44;25,04;544,02;1120,87;5,38;87,06;207,35;6293,29;675,25;670,05
2017;7;4843,87;0,24;2,71;244,328;0,8;3,21;937;65920;4;202,11;33763;16,5;384,2488812;746,56;3,553;57,526;136,76;3967,52;443,866002;445,83;0,56;3,69;1418,30;99780,57;6,05;305,93;51105,76;24,98;581,62;1130,04;5,38;87,07;207,01;6005,48;671,86;674,84
2017;8;4853,07;0,19;2,46;245,304;0,8;3,15;937;70835;4;202,48;33763;16,5;396,7034637;754,55;3,781;57,601;136,43;4040,27;457,6132094;431,66;0,61;3,62;1415,61;107016,96;6,04;305,91;51008,87;24,93;599,34;1139,97;5,71;87,02;206,12;6104,01;691,36;652,15
2017;9;4860,83;0,16;2,54;246,445;0,64;3,13;937;74294;4;202,9;33763;16,5;408,4695781;762,55;3,881;59,451;136,11;4115,86;461,5591325;421,02;0,48;3,61;1413,35;112063,60;6,03;306,05;50927,44;24,89;616,13;1150,22;5,85;89,67;205,31;6208,28;696,21;635,06
2017;10;4881,25;0,42;2,70;246,57;0,64;3,19;937;74308;4;203,24;33763;16,5;427,4363217;770,63;3,895;63,208;135,82;4071,37;473,9698168;428,13;0,22;3,67;1407,44;111615,83;6,01;305,28;50714,40;24,78;642,04;1157,54;5,85;94,94;204,01;6115,48;711,94;643,08
2017;11;4894,92;0,28;2,80;247,333;0,57;3,26;937;72512;4;203,42;33763;16,5;421,6254114;778,8;4,004;65,186;135,86;4182,44;490,5515817;423,23;0,29;3,75;1403,51;108613,94;5,99;304,70;50572,77;24,71;631,54;1166,55;6,00;97,64;203,50;6264,77;734,79;633,95
2017;12;4916,46;0,44;2,95;247,847;0,54;3,29;937;76402;4;203,63;33763;16,5;465,358918;787,05;4,085;66,529;136,41;4158,76;487,4633199;424,36;0,10;3,77;1397,36;113939,28;5,97;303,68;50351,20;24,61;694,00;1173,74;6,09;99,22;203,43;6202,01;726,96;632,85
2018;1;4930,72;0,29;2,86;248,816;0,58;3,21;954;84913;4;203,97;33763;16,5;398,8725515;795,4;4,189;67,306;137,27;4285,50;469,4553624;439,2;0,29;3,69;1418,60;126265,62;5,95;303,30;50205,58;24,54;593,12;1182,76;6,23;100,08;204,12;6372,54;698,08;653,09
2018;2;4946,5;0,32;2,84;249,475;0,47;3,24;954;85481;4;204,33;33763;16,5;380,7763772;803,83;4,208;66,803;138,47;4312,17;458,2225611;437,33;0,15;3,72;1414,07;126704,74;5,93;302,87;50045,41;24,46;564,41;1191,48;6,24;99,02;205,25;6391,74;679,20;648,24
2018;3;4950,95;0,09;2,68;249,413;0,53;3,28;954;85366;4;204,67;33763;16,5;379,3203805;812,35;4,199;66,790;139,52;4342,20;459,4495366;437,84;0,44;3,76;1412,80;126420,55;5,92;303,10;50000,43;24,44;561,74;1203,03;6,22;98,91;206,62;6430,47;680,41;648,41
2018;4;4961,84;0,22;2,76;249,957;0,52;3,41;954;86115;4;205,06;33763;16,5;348,0447122;820,96;4,215;66,985;140,07;4547,39;469,6778431;434,8;0,30;3,91;1409,70;127249,86;5,91;303,01;49890,69;24,38;514,30;1213,11;6,23;98,98;206,98;6719,56;694,03;642,49
2018;5;4981,69;0,40;2,86;250,64;0,52;3,64;954;76754;4;205,54;33763;16,5;353,9075449;829,66;4,314;66,957;140,26;4733,55;484,5234991;441,16;0,12;4,17;1404,08;112965,44;5,89;302,51;49691,90;24,28;520,88;1221,08;6,35;98,55;206,43;6966,77;713,11;649,29
2018;6;5044,46;1,24;4,39;251,176;0,52;3,77;954;72763;4;205,98;33763;16,5;316,9657219;838,46;4,552;68,766;140,64;4831,36;512,2732443;451,63;-0,72;4,27;1386,61;105758,96;5,81;299,39;49073,57;23,98;460,70;1218,68;6,62;99,95;204,42;7022,25;744,57;656,43
2018;7;5061,11;0,33;4,48;251,482;0,54;3,83;954;79220;4;206,52;33763;16,5;380,8780735;840,97;4,492;68,574;141,22;4733,58;542,0463183;437,42;0,21;4,33;1382,05;114765,23;5,79;299,18;48912,12;23,90;551,77;1218,30;6,51;99,34;204,58;6857,49;785,26;633,69
2018;8;5056,56;-0,09;4,19;251,905;0,57;3,93;954;76678;4;206,5;33763;16,9;409,8187685;847,78;4,447;68,345;141,69;4721,71;550,4514723;432,81;0,66;4,46;1383,29;111182,61;5,80;299,42;48956,14;24,50;594,23;1229,28;6,45;99,10;205,45;6846,45;798,15;627,57
2018;9;5080,83;0,48;4,53;252,261;0,47;4,12;954;79342;4;206,75;33763;16,9;402,9313247;854,65;4,625;68,476;141,44;4931,75;557,2348529;432,83;-0,01;4,66;1376,69;114495,85;5,77;298,35;48722,28;24,39;581,46;1233,32;6,67;98,82;204,11;7116,85;804,13;624,60
2018;10;5103,69;0,45;4,56;252,777;0,54;3,76;954;87424;4;206,54;33763;16,9;435,4470277;861,06;4,717;68,529;141,12;4567,18;565,2812684;446,02;0,09;4,24;1370,52;125593,64;5,75;296,72;48504,05;24,28;625,56;1237,00;6,78;98,45;202,73;6561,23;812,09;640,75
2018;11;5092,97;-0,21;4,05;252,662;0,49;3,79;954;89504;4;206,85;33763;16,9;429,563727;867,95;4,59;68,971;140,94;4618,87;550,2946009;471,37;0,70;4,28;1373,40;128852,43;5,76;297,79;48606,15;24,33;618,41;1249,52;6,61;99,29;202,90;6649,45;792,22;678,60
2018;12;5100,61;0,15;3,75;252,653;0,49;3,88;954;87887;4;207,27;33763;16,9;463,1519733;874,89;4,365;69,354;141,77;4859,97;527,9787857;471,44;0,34;4,37;1371,35;126335,03;5,75;297,94;48533,34;24,29;665,77;1257,63;6,27;99,69;203,79;6986,07;758,95;677,68
2019;1;5116,93;0,32;3,78;252,55;0,54;3,74;998;97394;4,3;207,91;39293;16,9;391,3215331;881,89;4,268;69,260;142,8;4830,73;528,711007;467,65;0,22;4,20;1430,02;139554,55;6,16;297,91;56302,41;24,22;560,72;1263,65;6,12;99,24;204,62;6921,89;757,58;670,09
2019;2;5138,93;0,43;3,89;253,181;0,49;3,72;998;95584;4,3;208,46;39293;16,9;396,7537577;888,86;4,19;69,107;144,21;4914,10;529,2745422;482,4;0,06;4,17;1423,90;136374,69;6,14;297,42;56061,38;24,11;566,07;1268,18;5,98;98,60;205,75;7011,20;755,14;688,27
2019;3;5177,47;0,74;4,58;254,095;0,47;3,85;998;95415;4,3;208,88;39293;16,9;359,601889;895,97;4,305;69,169;145,2;5003,11;530,3412899;509,11;-0,27;4,30;1413,30;135120,22;6,09;295,80;55644,07;23,93;509,24;1268,81;6,10;97,95;205,62;7085,06;751,03;720,97
2019;4;5206,98;0,57;4,94;254,943;0,52;3,9;998;96353;4,3;209,32;39293;16,9;455,6615964;903,14;4,437;69,064;146,27;5009,34;535,7884436;522,05;-0,05;4,35;1405,29;135675,24;6,05;294,74;55328,71;23,80;641,62;1271,72;6,25;97,25;205,96;7053,68;754,45;735,10
2019;5;5213,75;0,13;4,66;255,167;0,54;4;998;97030;4,3;209,68;39293;16,9;464,4656971;910,36;4,552;69,294;147,2;5134,79;544,9997089;507,07;0,41;4,46;1403,47;136451,12;6,05;294,87;55256,87;23,77;653,17;1280,22;6,40;97,45;207,00;7220,94;766,42;713,08
2019;6;5214,27;0,01;3,37;255,402;0,47;3,86;998;100967;4,3;210,17;39293;16,9;426,6855639;917,64;4,468;69,241;148,48;5243,48;545,3655095;501,68;0,46;4,30;1403,33;141973,47;6,05;295,53;55251,36;23,76;599,98;1290,33;6,28;97,36;208,78;7373,05;766,86;705,43
2019;7;5224,18;0,19;3,22;256,087;0,57;3,78;998;101812;4,3;210,57;39293;16,9;428,4430861;924,89;4,351;69,077;149,61;5337,08;551,8870798;493,16;0,38;4,22;1400,66;142890,09;6,03;295,53;55146,55;23,72;601,31;1298,06;6,11;96,95;209,97;7490,43;774,56;692,14
2019;8;5229,93;0,11;3,43;256,294;0,5;4,02;998;101135;4,3;211,18;39293;17,5;425,2509479;925,17;4,316;68,823;150,59;6030,72;574,1037458;481,44;0,39;4,48;1399,12;141783,89;6,03;296,06;55085,92;24,53;596,17;1297,02;6,05;96,48;211,12;8454,63;804,85;674,94
2019;9;5227,84;-0,04;2,89;256,593;0,46;4,12;998;104745;4,3;210,87;39293;17,5;415,9396913;930,45;4,326;68,859;151,63;6222,19;580,9418553;473,85;0,50;4,60;1399,68;146903,55;6,03;295,74;55107,94;24,54;583,35;1304,94;6,07;96,57;212,66;8726,54;814,76;664,57
2019;10;5233,07;0,10;2,54;257,229;0,48;4,09;998;107220;4,3;210,89;39293;17,5;465,1613367;935,93;4,38;68,771;151,98;6111,64;568,5893073;473,59;0,38;4,58;1398,28;150224,42;6,02;295,47;55052,86;24,52;651,73;1311,32;6,14;96,35;212,94;8562,93;796,64;663,54
2019;11;5259,76;0,51;3,27;257,824;0,38;4,16;998;108042;4,3;211,46;39293;17,5;397,7160435;941,46;4,413;69,113;152,12;6097,54;567,7259385;465,81;-0,13;4,64;1391,19;150607,97;5,99;294,77;54773,50;24,39;554,41;1312,37;6,15;96,34;212,05;8499,83;791,40;649,33
2019;12;5320,25;1,14;4,31;258,444;0,37;4,11;998;115645;4,3;211,95;39293;17,5;436,5336985;947,01;4,531;69,241;152,54;6090,61;563,6314319;506,5;-0,76;4,54;1375,37;159373,49;5,93;292,09;54150,74;24,12;601,60;1305,10;6,24;95,42;210,22;8393,63;776,76;698,02
2020;1;5331,42;0,21;4,19;258,82;0,38;4,15;1039;113761;4,4;212,66;39293;17,5;369,4807493;952,69206;4,579;69,743;153,02;6472,52;549,6213289;517,51;0,17;4,59;1428,87;156448,63;6,05;292,46;54037,29;24,07;508,12;1310,18;6,30;95,91;210,44;8901,27;755,86;711,70
2020;2;5344,75;0,25;4,01;259,05;0,29;4,34;1045;104172;4,4;212,99;39293;19,9;377,6291155;958,3129432;4,55;69,907;154,09;6934,45;542,7594589;519,76;0,04;4,79;1433,54;142904,16;6,04;292,18;53902,52;27,30;518,04;1314,62;6,24;95,90;211,38;9512,75;744,56;713,01
2020;3;5348,49;0,07;3,30;257,953;0,34;4,88;1045;73020;4,4;213,61;39293;19,9;344,2527329;964,0628208;4,462;69,937;156,04;7773,74;537,7019556;518,5;0,27;5,36;1432,54;100099,50;6,03;292,83;53864,83;27,28;471,92;1321,59;6,12;95,87;213,91;10656,64;737,11;710,79
2020;4;5331,9;-0,31;2,40;255,902;0,28;5,33;1045;80506;4,4;214,06;39293;19,9;288,1660195;969,8471977;4,066;69,889;158,31;8962,86;522,5326236;556,25;0,59;5,82;1437,00;110705,07;6,05;294,36;54032,43;27,36;396,26;1333,65;5,59;96,11;217,69;12324,97;718,54;764,91
2020;5;5311,69;-0,38;1,88;255,768;0,24;5,64;1045;87410;4,4;214,7;39293;19,9;319,0464694;975,6662809;3,818;69,536;159,3;9697,64;516,3543901;556,36;0,62;6,18;1442,46;120656,21;6,07;296,36;54238,01;27,47;440,40;1346,76;5,27;95,98;219,89;13386,12;712,75;767,97
2020;6;5325,46;0,26;2,13;257,214;;5,2;1045;95055;4,4;215,3;39293;19,9;284,885072;981,5202786;3,964;69,579;158,9;9025,80;510,6871037;547,03;;5,72;1438,73;130869,70;6,06;296,42;54097,77;27,40;392,22;1351,34;5,46;95,79;218,77;12426,53;703,10;753,14
2020;7;5344,63;0,36;2,31;258,723;;5,28;1045;102912;4,4;216,2;39293;19,9;263,0693511;987,4094003;4,144;69,961;157,5;9741,31;537,8225085;524,74;;5,82;1433,57;141178,85;6,04;296,59;53903,73;27,30;360,89;1354,57;5,68;95,98;216,06;13363,52;737,81;719,86
2020;8;5357,46;0,24;2,44;259,681;;5,46;1045;99363;4,4;217,2;39293;20,9;324,7739762;993,3338567;4,237;69,981;156,2;10749,97;544,6002284;539,95;;6,02;1430,14;135983,76;6,02;297,25;53774,64;28,60;444,47;1359,43;5,80;95,77;213,77;14711,93;745,32;738,95
2020;9;5391,75;0,64;3,14;260,209;;5,4;1045;94603;4,4;217,9;39293;20,9;380,2899856;970,3878446;4,237;69,981;155,3;10387,29;544,5036368;563,35;;5,93;1421,04;128646,04;5,98;296,31;53432,65;28,42;517,14;1319,58;5,76;95,16;211,18;14125,17;740,44;766,07
2020;10;5438,12;0,85;3,92;260,352;;5,63;1045;93958;4,4;218,5;39293;20,9;425,5515562;;4,358;71,611;154,7;10689,38;547,0286417;595,87;;6,13;1408,93;126679,47;5,93;294,59;52977,04;28,18;573,75;;5,88;96,55;208,58;14412,02;737,53;803,39
2020;11;5486,52;0,88;4,31;260,817;;5,42;1045;108893;4,4;219,2;39293;20,9;387,811694;;4,406;73,206;154,4;10137,88;550,377964;629,18;;5,86;1396,50;145520,53;5,88;292,93;52509,69;27,93;518,26;;5,89;97,83;206,33;13547,88;735,50;840,81
2020;12;5560,59;1,33;4,52;261,775;;5,15;1045;119017;4,4;220;39293;20,9;416,6579329;;4,483;74,744;154,28;9531,08;581,8576692;631,46;;5,52;1377,90;156931,24;5,80;290,08;51810,24;27,56;549,39;;5,91;98,55;203,42;12567,32;767,22;832,62
2021;1;5574,49;0,25;4,56;262,231;;5,36;1100;115068;4,4;220,984219;39293;21,9;360,7362665;;4,622;76,860;153,83;10006,40;583,6824485;654,15;;5,74;1446,80;151345,91;5,79;290,65;51681,05;28,80;474,47;;6,08;101,09;202,32;13161,15;767,70;860,39
2021;2;5622,43;0,85;5,20;263,161;;5,42;1100;110035;4,4;221,8717842;39293;21,9;410,3469963;;4,951;79,690;153,28;9792,86;560,1761771;639,47;;5,77;1434,46;143492,12;5,74;289,33;51240,39;28,56;535,12;;6,46;103,92;199,88;12770,47;730,50;833,91
2021;3;5674,72;0,92;6,10;264,793;;5,65;1100;116534;4,4;222,7212016;39293;21,9;345,4601848;;5,484;83,158;152,68;9700,35;560,9710281;626;;6,00;1421,25;150566,89;5,68;287,77;50768,23;28,30;446,35;;7,09;107,44;197,27;12533,27;724,80;808,82
2021;4;5692,31;0,31;6,76;266,832;;5,56;1100;118894;4,4;223,2971519;39293;21,9;326,7695268;;5,448;85,006;152,54;9788,52;565,0735917;632,61;;5,93;1416,86;153141,42;5,67;287,62;50611,35;28,21;420,90;;7,02;109,49;196,47;12608,10;727,84;814,83
2021;5;5739,56;0,82;8,06;268,551;;5,29;1100;126216;4,4;223,9;39293;21,9;411,5140831;;5,604;85,374;151,1;9798,28;581,0901645;636,4;;5,63;1405,19;161234,17;5,62;286,02;50194,70;27,98;525,69;;7,16;109,06;193,02;12516,78;742,31;812,97
2021;6;5769,98;0,53;8,35;270,981;;5,03;1100;126801;4,4;224,8;39293;21,9;408,5112059;;5,687;87,430;151,3;9221,18;606,3040015;626,76;;5,38;1397,78;161127,49;5,59;285,66;49930,07;27,83;519,10;;7,23;111,10;192,26;11717,46;770,44;796,43
2021;7;5825,37;0,95;8,99;272,265;;5,16;1100;121800;4,4;225,8;39293;22,9;466,4825139;;5,807;91,916;150,7;9340,17;637,4484038;640,51;;5,49;1384,49;153301,02;5,54;284,20;49455,31;28,82;587,13;;7,31;115,69;189,68;11755,81;802,31;806,16
2021;8;5876,050719;0,86;9,68;273,012;;5,25;1100;118781;4,4;226,6;39293;22,9;548,6860539;;5,933;93,427;150,7;9414,02;658,709544;650,5;;5,55;1372,55;148211,78;5,49;282,75;49028,76;28,57;684,64;;7,40;116,58;188,04;11746,56;821,92;811,68
2021;9;5944,21;1,15;10,25;274,138;;5,28;1100;110979;4,4;227;39293;22,9;547,5941487;;6,078;97,736;151;9656,29;687,7914734;673,45;;5,54;1356,81;136888,81;5,43;280,00;48466,57;28,25;675,44;;7,50;120,55;186,25;11910,70;848,37;830,68
2021;10;6018,51;1,23;10,67;276,59;;5,54;1100;103500;4,4;227,4;39293;22,9;561,2039;;6,341;100,782;151,4;10052,00;708,01;693,79;;5,79;1340,06;126087,67;5,36;277,03;47868,24;27,90;683,68;;7,72;122,78;184,44;12245,73;862,52;845,20
2021;11;6075,69;0,94;10,74;278,524;;5,56;1100;101915;4,4;228,2;39293;22,9;530,4506053;;6,744;102,444;152,1;9979,68;712,08;692,27;;5,80;1327,45;122988,29;5,31;275,39;47417,74;27,64;640,13;;8,14;123,63;183,55;12043,21;859,32;835,41
2021;12;6120,04;0,72;10,06;280,126;;5,65;1100;104822;4,4;229,1;39293;22,9;490,797232;;6,67;102,320;152,9;10188,00;711,27;690,51;;5,89;1317,83;125579,70;5,27;274,47;47074,12;27,43;587,99;;7,99;122,58;183,18;12205,51;852,12;827,25
2022;1;6153,09;0,54;10,38;281,933;;5,53;1212;112144;4,4;230,1;39293;22,9;478,342227;;6,635;102,408;153,7;9535,00;707,49;713,86;;5,77;1444,21;133630,02;5,24;274,19;46821,27;27,29;569,99;;7,91;122,03;183,15;11361,84;843,04;850,63
2022;2;6215,24;1,00;10,54;284,182;;5,2;1212;113141;4,4;231;39293;22,9;492,654479;;6,6;102,516;155;9854,14;708,90;715,65;;5,41;1429,77;133469,91;5,19;272,51;46353,08;27,01;581,17;;7,79;120,94;182,85;11624,71;836,27;844,24
2022;3;6317,584875;1,62;11,33;287,708;;4,97;1212;119999;4,4;232;39293;22,9;;;7,012;109,310;156,7;9178,22;710,14;761,19;;5,15;1406,61;139266,87;5,11;269,25;45602,16;26,58;;;8,14;126,86;181,86;10651,94;824,16;883,41
2022;4;6382,88;1,02;12,13;288,663;;4,76;1212;107876;4,4;233,2;39293;22,9;;;7,245;113,513;159,2;9431,23;702,89;803,99;;4,90;1392,22;123916,58;5,05;267,88;45135,66;26,31;;;8,32;130,39;182,87;10833,60;807,41;923,54
2022;5;6412,88;0,47;11,73;291,474;;4,96;1212;111351;4,4;234;39293;22,9;;;7,28;112,86;162,1;8693,33;628,34;777,93;;5,13;1385,70;127309,93;5,03;267,54;44924,51;26,18;;;8,32;129,04;185,33;9939,27;718,39;889,42
2022;6;6455,85;0,67;11,89;295,328;;5,05;1212;98542;4,4;234,5;39293;22,9;;;7,25;112,55;165;9494,68;616,04;777,01;;5,26;1376,48;111915,24;5,00;266,32;44625,49;26,01;;;8,23;127,82;187,39;10783,21;699,64;882,46
2022;7;6411,95;-0,68;10,07;295,271;;5,37;1212;103164;4,4;234,7;39293;22,9;;;6,05;112,07;167,6;9135,99;621,85;760,45;;5,63;1385,91;117966,67;5,03;268,38;44931,03;26,19;;;6,92;128,15;191,65;10446,88;711,08;869,56
2022;8;6388,87;-0,36;8,73;295,62;;5,14;1212;109523;4,4;235,8;39293;22,9;;;5,39;111,62;169,5;8868,24;627,53;749,78;;5,41;1390,91;125690,53;5,05;270,61;45093,34;26,28;;;6,19;128,10;194,52;10177,35;720,16;860,46
2022;9;6370,34;-0,29;7,17;296,761;;5,24;1212;110036;4,4;237,3;39293;22,9;;;5;112,36;171,2;8986,35;;750,74;;5,56;1394,96;126646,58;5,06;273,12;45224,51;26,36;;;5,75;129,32;197,04;10342,89;;864,07
2022;10;6407,93;0,59;6,47;298,062;;5,25;1212;114539;4,4;239,1;39293;22,9;;;4,89;109,75;172,8;8460,78;;762,20;;5,56;1386,78;131056,00;5,03;273,58;44959,21;26,20;;;5,60;125,58;197,72;9680,86;;872,11
2022;11;6434,2;0,41;5,90;298,349;;5,27;1212;112486;4,4;240,1;39293;22,9;;;5,04;110,17;173,9;9168,86;;782,68;;5,56;1381,11;128181,45;5,01;273,60;44775,65;26,10;;;5,74;125,54;198,16;10448,21;;891,89
2022;12;6474,09;0,62;5,79;298,112;;5,24;1212;109734;4,4;240,6;39293;22,9;;;4,97;109,18;175,2;9642,71;;791,29;;5,49;1372,60;124274,99;4,98;272,48;44499,77;25,93;;;5,63;123,65;198,42;10920,48;;896,14
2023;1;6508,4;0,53;5,77;300,536;;5,2;1302;113430;4,4;241,3;39293;22,9;;;5,05;108,27;176,5;9781,90;;790,57;;5,47;1466,76;127783,56;4,96;271,83;44265,18;25,80;;;5,69;121,97;198,83;11019,71;;890,61
2023;2;6563,07;0,83;5,60;301,648;;5,17;1302;104931;4,4;242,1;39293;22,9;;;5,09;107,89;178,5;9566,33;;779,38;;5,41;1454,54;117224,41;4,92;270,46;43896,45;25,58;;;5,69;120,53;199,41;10687,09;;870,69
2023;3;6609,67;0,71;4,62;301,808;;5,21;1302;101882;4,4;243,2;41650;22,9;;;5,52;107,56;180,9;9974,99;;782,23;;5,41;1444,28;113015,75;4,88;269,78;46201,55;25,40;;;6,12;119,31;200,67;11065,06;;867,71
2023;4;6649,99;0,61;4,18;302,918;;5,02;1320;104431;4,4;244,2;41650;22,9;;;5,51;107,58;183,3;9923,19;;794,68;;5,20;1455,37;115140,93;4,85;269,24;45921,42;25,25;;;6,08;118,61;202,10;10940,86;;876,18
2023;5;6665,28;0,23;3,94;303,294;;4,98;1320;108335;4,4;245,4;41650;22,9;;;5,39;107,29;185,5;9922,48;;791,82;;5,16;1452,03;119171,30;4,84;269,95;45816,07;25,19;;;5,93;118,02;204,05;10914,98;;871,02
2023;6;6659,95;-0,08;3,16;303,841;;4,85;1320;118977;4,4;246,5;41650;22,9;;;5,38;103,46;188,1;9187,46;;783,05;;5,04;1453,20;130982,51;4,84;271,37;45852,74;25,21;;;5,92;113,90;207,08;10114,53;;862,06
2023;7;6667,94;0,12;3,99;304,348;;4,8;1320;121943;4,4;247,4;41650;22,9;;;5,61;101,99;191,1;9290,22;;769,95;;4,99;1451,45;134086,93;4,84;272,04;45797,80;25,18;;;6,17;112,15;210,13;10215,40;;846,63
2023;8;6683,28;0,23;4,61;306,269;;4,9;1320;115741;4,4;248,5;41650;22,9;;;5,71;101,09;193,7;9613,55;;748,47;;5,11;1448,12;126975,18;4,83;272,62;45692,68;25,12;;;6,26;110,90;212,50;10546,67;;821,12
2023;9;6700,66;0,26;5,19;307,481;;4,94;1320;116565;4,4;249,6;41650;22,9;;;5,83;101,41;194,9;9303,13;;734,77;;5,16;1444,37;127547,47;4,81;273,12;45574,16;25,06;;;6,38;110,96;213,26;10179,65;;804,00
2023;10;6716,74;0,24;4,82;307,619;;5,06;1320;113143;4,4;250,7;41650;22,9;;;5,73;101,76;195,8;9990,68;;738,13;;5,27;1440,91;123506,67;4,80;273,66;45465,06;25,00;;;6,25;111,08;213,73;10905,81;;805,74
2023;11;6735,55;0,28;4,68;307,917;;4,9;1320;127331;4,4;251,5;41650;22,9;;;5,63;101,38;196,9;10027,00;;749,28;;5,10;1436,89;138606,10;4,79;273,77;45338,09;24,93;;;6,13;110,36;214,34;10914,89;;815,63
2023;12;6773,27;0,56;4,62;308,85;;4,9;1320;134193;4,4;251,9;41650;22,9;;;5,6;100,93;198,5;10010,00;;761,01;;5,09;1428,88;145262,24;4,76;272,68;45085,60;24,79;;;6,06;109,26;214,87;10835,70;;823,78
2024;1;6801,72;0,42;4,51;309,685;;4,91;1412;127752;4,4;252,6;41650;23,9;;;5,57;100,88;200,3;10101,00;;793,39;;5,09;1522,08;137711,51;4,74;272,29;44897,02;25,76;;;6,00;108,74;215,92;10888,47;;855,24
2024;2;6858,17;0,82;4,50;311,054;;4,96;1412;129020;4,4;253,5;44008;23,9;;;5,75;102,09;201,9;10164,00;;808,38;;5,12;1509,55;137933,60;4,70;271,01;47048,38;25,55;;;6,15;109,14;215,85;10866,20;;864,23
2024;3;6869,14;0,16;3,93;312,23;;4,98;1412;128106;4,4;254,8;44008;23,9;;;5,74;102,18;204,2;11184,00;;813,26;;5,15;1507,14;136737,73;4,70;271,97;46973,24;25,51;;;6,13;109,06;217,96;11937,57;;868,06
2024;4;6895,24;0,38;3,69;313,207;;5,13;1412;125924;4,4;256,3;44008;23,9;;;5,8;101,86;206,3;11875,00;;822,84;;5,30;1501,44;133899,94;4,68;272,53;46795,44;25,41;;;6,17;108,31;219,37;12627,15;;874,96
2024;5;6926,96;0,46;3,93;313,225;;5,13;1412;122098;4,4;258,1;44008;23,9;;;5,86;101,61;209;12209,00;;826,85;;5,28;1494,56;129237,08;4,66;273,19;46581,15;25,30;;;6,20;107,55;221,22;12922,86;;875,20
2024;6;6941,51;0,21;4,23;313,049;;5,39;1412;123907;4,4;259,9;44008;23,9;;;5,85;101,46;211,4;13015,00;;832,69;;5,53;1491,43;130876,95;4,65;274,52;46483,51;25,24;;;6,18;107,17;223,29;13747,11;;879,53
